text,course,lecture_id,source,page,chunk_id
"second is a ‘changing growth’ model that allows for a break in the growth
rate (i.e., the slope) of the series; the final model allows for both types of
break to occur at the same time, changing both the intercept and the slope
of the trend. If we define the break point in the data as 
T
b
, and 
D
t
 is a
dummy variable defined as
the general equation for the third type of test (i.e., the most general) is
(
8.42)
For the crash only model, set 
α
2
 = 0, while for the changing growth only
model, set 
α
1
 = 0. In all three cases, there is a unit root with a structural
break at 
T
b
 under the null hypothesis and a series that is a stationary
process with a break under the alternative.
While Perron (
1989
) commences a new literature on testing for unit",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,17,46
"process with a break under the alternative.
While Perron (
1989
) commences a new literature on testing for unit
roots in the presence of structural breaks, an important limitation of this
approach is that it assumes that the break date is known in advance and the
test is constructed using this information. It is possible, and perhaps even
likely, however, that the date will not be known and must be determined
from the data. More seriously, Christiano (
1992
) has argued that the
critical values employed with the test will presume the break date to be
chosen exogenously, and yet most researchers will select a break point
based on an examination of the data and thus the asymptotic theory
assumed will no longer hold.
As a result, Banerjee, Lumsdaine and Stock (
1992
) and Zivot and",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,17,47
"assumed will no longer hold.
As a result, Banerjee, Lumsdaine and Stock (
1992
) and Zivot and
Andrews (
1992
) introduce an approach to testing for unit roots in the
presence of structural change that allows the break date to be selected
endogenously. Their methods are based on 
recursive, rolling and
sequential tests. For the recursive and rolling tests, Banerjee 
et al
. propose
four specifications. First, the standard Dickey–Fuller test on the whole
sample, which they term 
 second, the ADF test is conducted repeatedly
on the sub-samples and the minimal DF statistic, 
 is obtained; third, the
maximal DF statistic is obtained from the sub-samples, 
 finally, the
difference between the maximal and minimal statistics, 
 is",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,17,48
"maximal DF statistic is obtained from the sub-samples, 
 finally, the
difference between the maximal and minimal statistics, 
 is
taken. For the sequential test, the whole sample is used each time with the
following regression being run
454",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,17,49
"(
8.43)
where 
t
used
 = 
T
b
/
T
. The test is run repeatedly for different values of 
T
b
 over
as much of the data as possible (a ‘trimmed sample’) that excludes the first
few and the last few observations (since it is not possible to reliably detect
breaks there). Clearly it is 
τ
t
(
t
used
) that allows for the break, which can
either be in the level (where 
τ
t
(
t
used
) = 1 if 
t
 > 
t
used
 and 0 otherwise); or the
break can be in the deterministic trend (where 
τ
t
(
t
used
) = 
t
 − 
t
used
 if 
t
 > 
t
used
and 0 otherwise). For each specification, a different set of critical values is
required, and these can be found in Banerjee 
et al.
 (
1992
).
Perron (
1997
) proposes an extension of the Perron (
1989
) technique but",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,18,50
"required, and these can be found in Banerjee 
et al.
 (
1992
).
Perron (
1997
) proposes an extension of the Perron (
1989
) technique but
using a sequential procedure that estimates the test statistic allowing for a
break at any point during the sample to be determined by the data. This
technique is very similar to that of Zivot and Andrews, except that his is
more flexible, and therefore arguably preferable, since it allows for a break
under both the null and alternative hypotheses, whereas according to Zivot
and Andrews’ model it can only arise under the alternative.
A further extension would be to allow for more than one structural break
in the series – for example, Lumsdaine and Papell (
1997
) enhance the
Zivot and Andrews (
1992
) approach to allow for two structural breaks. It",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,18,51
"in the series – for example, Lumsdaine and Papell (
1997
) enhance the
Zivot and Andrews (
1992
) approach to allow for two structural breaks. It
is also possible to allow for structural breaks in the cointegrating
relationship between series (see 
Section 8.4
 below for a thorough
discussion of cointegration) using an extension of the first step in the
Engle-Granger approach – see Gregory and Hansen (
1996
).
8.2.3
An Example: Testing for Unit Roots in EuroSterling
Interest Rates
Section 8.11
 discusses the expectations hypothesis of the term structure of
interest rates based on cointegration between the long and short rates.
Clearly, key to this analysis is the question as to whether the interest rates
themselves are I(1) or I(0) processes. Perhaps surprisingly, there is not a",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,18,52
"themselves are I(1) or I(0) processes. Perhaps surprisingly, there is not a
consensus in the empirical literature on whether this is the case. Brooks
and Rew (
2002
) examine whether EuroSterling interest rates are best
viewed as unit root process or not, allowing for the possibility of structural
breaks in the series.
2
 They argue that failure to account for structural
breaks 
that may be present in the data (caused, for example, by changes in
monetary policy or the removal of exchange rate controls) may lead to
455",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,18,53
"incorrect inferences regarding the validity or otherwise of the expectations
hypothesis. Their sample covers the period 1 January 1981 to 1 September
1997 to total 4,348 data points.
Brooks and Rew (
2002
) use the standard Dickey–Fuller test, the
recursive and sequential tests of Banerjee 
et al.
 (
1992
), and their results are
presented in 
Table 8.2
. They also employ the rolling test, the Perron
(
1997
) approach and several other techniques that are not shown here due
to space limitations.
Table 8.2
 Recursive unit root tests for interest rates allowing for structural
breaks
Notes:
 Source: Brooks and Garrett (
2002
), taken from Tables 1, 4 and 5. 
 denotes
the sequential test statistic allowing for a break in the trend, while 
 is the test",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,19,54
"2002
), taken from Tables 1, 4 and 5. 
 denotes
the sequential test statistic allowing for a break in the trend, while 
 is the test
statistic allowing for a break in the level. The final row presents the 10% level critical
values for each type of test obtained from Banerjee 
et al.
 (
1992
, p. 278, Table 2).
The findings for the recursive tests are the same as those for the standard
DF test, and show that the unit root null should not be rejected at the 10%
level for any of the maturities examined. For the sequential tests, the
results are slightly more mixed with the break in trend model still showing
no signs of rejecting the null hypothesis, while it is rejected for the short,
seven-day and the one-month rates when a structural break is allowed for
in the mean.",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,19,55
"seven-day and the one-month rates when a structural break is allowed for
in the mean.
Brooks and Rew’s overall conclusion is that the weight of evidence
across all the tests they examine indicates that short term interest rates are
best viewed as unit root processes that have a structural break in their level
around the time of ‘Black Wednesday’ (16 September 1992) when the UK
dropped out of the European Exchange Rate Mechanism (ERM). The
456",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,19,56
"longer term-rates, on the other hand, are I(1) processes with no breaks.
8.2.4
Seasonal Unit Roots
As we will discuss in detail in 
Chapter 10
, many time series exhibit
seasonal patterns. One approach to capturing such characteristics would be
to use deterministic dummy 
variables at the frequency of the data (e.g.,
monthly dummy variables if the data are monthly). However, if the
seasonal characteristics of the data are themselves changing over time so
that their mean is not constant, then the use of dummy variables will be
inadequate. Instead, we can entertain the possibility that a series may
contain seasonal unit roots, so that it requires seasonal differencing to
induce stationarity. We would use the notation 
I
(
d, D
) to denote a series
that is integrated of order 
d, D",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,20,57
"induce stationarity. We would use the notation 
I
(
d, D
) to denote a series
that is integrated of order 
d, D
 and requires differencing 
d
 times and
seasonal differencing 
D
 times to obtain a stationary process. Osborn
(
1990
) develops a test for seasonal unit roots based on a natural extension
of the Dickey–Fuller approach. Groups of series with seasonal unit roots
may also be seasonally cointegrated. However, Osborn also shows that
only a small proportion of macroeconomic series exhibit seasonal unit
roots; the majority have seasonal patterns that can better be characterised
using dummy variables, which may explain why the concept of seasonal
unit roots has not been widely adopted.
3
8.3
Cointegration
In most cases, if two variables that are I(1) are linearly combined, then the",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,20,58
"unit roots has not been widely adopted.
3
8.3
Cointegration
In most cases, if two variables that are I(1) are linearly combined, then the
combination will also be I(1). More generally, if a set of variables 
X
i,t
 with
differing orders of integration are combined, the combination will have an
order of integration equal to the largest. If 
X
i,t
 ~ I(
d
i
) for 
i
 = 1, 2, 3, …, 
k
 so
that there are 
k
 variables each integrated of order 
d
i
, and letting
(
8.44)
Then 
z
t
 ~ I(max 
d
i
). 
z
t
 in this context is simply a linear combination of the
k
 variables 
X
i
. Rearranging 
equation (8.44)
(
8.45)
457",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,20,59
"where 
 All that has been done is to take one of
the variables, 
X
1, 
t
, and to rearrange 
equation (8.44)
 to make it the subject.
It could also be said that the equation has been normalised on 
X
1,
t
. But
viewed another way, 
equation (8.45)
 is just a regression equation where 
is a disturbance term. These disturbances would have some very
undesirable properties: in general, 
 will not be stationary and is
autocorrelated if all of the 
X
i
 are I(1).
As a further illustration, consider the following regression model
containing variables 
y
t
, 
x
2
t
, 
x
3
t
 which are all I(1)
(
8.46)
For the estimated model, the SRF would be written
(
8.47)
Taking everything except the residuals to the LHS
(
8.48)
Again, the residuals when expressed in this way can be considered a linear",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,21,60
"(
8.47)
Taking everything except the residuals to the LHS
(
8.48)
Again, the residuals when expressed in this way can be considered a linear
combination of the variables. Typically, this linear combination of I(1)
variables will itself be I(1), but it would obviously be desirable to obtain
residuals that are I(0). Under what circumstances will this be the case? The
answer is that a linear combination of I(1) variables will be I(0), in other
words stationary, if the variables are 
cointegrated
.
8.3.1
Definition of Cointegration (Engle and Granger, 1987)
Let 
w
t
 be a 
k
 × 1 vector of variables, then the components of 
w
t
 are
integrated of order (
d, b
) if
(1)
All components of 
w
t
 are I(
d
)
(2)
There is at least one vector of coefficients 
α
 such that",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,21,61
"w
t
 are
integrated of order (
d, b
) if
(1)
All components of 
w
t
 are I(
d
)
(2)
There is at least one vector of coefficients 
α
 such that
In practice, many financial variables contain one unit root, and are thus
I(1), so that the remainder of this chapter will restrict analysis to the case
where 
d
 = 
b
 = 1. In this context, a set of variables is defined as
458",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,21,62
"cointegrated if a linear combination of them is stationary. Many time series
are non-stationary but ‘move together’ over time – that is, there exist some
influences on the series (for example, market forces), which imply that the
two series are bound by some relationship in the long run. A cointegrating
relationship may also be seen as a long-term or equilibrium phenomenon,
since it is possible that cointegrating variables may deviate from their
relationship in the short run, but their association would return in the long
run.
8.3.2
Examples of Possible Cointegrating Relationships in
Finance
Financial theory should suggest where two or more variables would be
expected to hold some long-run relationship with one another. There are",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,22,63
"Finance
Financial theory should suggest where two or more variables would be
expected to hold some long-run relationship with one another. There are
many examples in finance of areas where cointegration might be expected
to hold, including
Spot and futures prices for a given commodity or asset
Ratio of relative prices and an exchange rate
Equity prices and dividends.
In all three cases, market forces arising from no-arbitrage conditions
suggest that there should be an equilibrium relationship between the series
concerned. The easiest way to understand this notion is perhaps to consider
what would be the effect if the 
series were not cointegrated. If there were
no cointegration, there would be no long-run relationship binding the",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,22,64
"what would be the effect if the 
series were not cointegrated. If there were
no cointegration, there would be no long-run relationship binding the
series together, so that the series could wander apart without bound. Such
an effect would arise since all linear combinations of the series would be
non-stationary, and hence would not have a constant mean that would be
returned to frequently.
Spot and futures prices may be expected to be cointegrated since they
are obviously prices for the same asset at different points in time, and
hence will be affected in very similar ways by given pieces of information.
The long-run relationship between spot and futures prices would be given
by the cost of carry.
Purchasing power parity (PPP) theory states that a given representative",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,22,65
"by the cost of carry.
Purchasing power parity (PPP) theory states that a given representative
basket of goods and services should cost the same wherever it is bought
when converted into a common currency. Further discussion of PPP occurs
in 
Section 8.9
, but for now suffice it to say that PPP implies that the ratio
of relative prices in two countries and the exchange rate between them
459",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,22,66
"should be cointegrated. If they did not cointegrate, assuming zero
transactions costs, it would be profitable to buy goods in one country, sell
them in another, and convert the money obtained back to the currency of
the original country.
Finally, if it is assumed that some stock in a particular company is held
to perpetuity (i.e., for ever), then the only return that would accrue to that
investor would be in the form of an infinite stream of future dividend
payments. Hence the discounted dividend model argues that the
appropriate price to pay for a share today is the present value of all future
dividends. Hence, it may be argued that one would not expect current
prices to ‘move out of line’ with future anticipated dividends in the long",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,23,67
"dividends. Hence, it may be argued that one would not expect current
prices to ‘move out of line’ with future anticipated dividends in the long
run, thus implying that share prices and dividends should be cointegrated.
An interesting question to ask is whether a potentially cointegrating
regression should be estimated using the levels of the variables or the
logarithms of the levels of the variables. Financial theory may provide an
answer as to the more appropriate functional form, but fortunately even if
not, Hendry and Juselius (
2000
) note that if a set of series is cointegrated
in levels, they will also be cointegrated in log levels.
8.4
Equilibrium Correction or Error Correction
Models
When the concept of non-stationarity was first considered in the 1970s, a",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,23,68
"8.4
Equilibrium Correction or Error Correction
Models
When the concept of non-stationarity was first considered in the 1970s, a
usual response was to independently take the first differences of each of
the I(1) variables and then to use these first differences in any subsequent
modelling process. In the context of univariate modelling (e.g., the
construction of ARMA models), this is entirely the correct approach.
However, when the relationship between variables is important, such a
procedure is inadvisable. While this approach is statistically valid, it does
have the problem that pure first difference models have no long-run
solution. 
For example, consider two series, 
y
t
 and 
x
t
, that are both I(1). The
model that one may consider estimating is
(
8.49)",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,23,69
"solution. 
For example, consider two series, 
y
t
 and 
x
t
, that are both I(1). The
model that one may consider estimating is
(
8.49)
One definition of the long run that is employed in econometrics implies
that the variables have converged upon some long-term values and are no
longer changing, thus 
y
t
 = 
y
t
−1
 = 
y
; 
x
t
 = 
x
t
−1
 = 
x
. Hence all the difference
terms will be zero in 
equation (8.49)
, i.e., Δ
y
t
 = 0; Δ
x
t
 = 0, and thus
460",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,23,70
"everything in the equation cancels. Model 
equation (8.49)
 has no long-run
solution and it therefore has nothing to say about whether 
x
 and 
y
 have an
equilibrium relationship (see 
Chapter 5
).
Fortunately, there is a class of models that can overcome this problem
by using combinations of first differenced and lagged levels of
cointegrated variables. For example, consider the following equation
(
8.50)
This model is known as an 
error correction model
 or an 
equilibrium
correction model
, and 
y
t
−1
 − 
γ x
t
−1
 is known as the 
error correction term
.
Provided that 
y
t
 and 
x
t
 are cointegrated with cointegrating coefficient 
γ
,
then (
y
t
−1
 − 
γ x
t
−1
) will be I(0) even though the constituents are I(1). It is",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,24,71
"x
t
 are cointegrated with cointegrating coefficient 
γ
,
then (
y
t
−1
 − 
γ x
t
−1
) will be I(0) even though the constituents are I(1). It is
thus valid to use OLS and standard procedures for statistical inference on
equation (8.50)
. It is of course possible to have an intercept in either the
cointegrating term (e.g., 
y
t
−1
 − 
α
 − 
γ x
t
−1
) or in the model for Δ
y
t
 (e.g., Δ
y
t
= 
β
0
 + 
β
1
 Δ
x
t
 + 
β
2
(
y
t
−1
 − 
γ x
t
−1
) + 
u
t
) or both. Whether a constant is
included or not could be determined on the basis of financial theory,
considering the arguments on the importance of a constant discussed in
Chapter 5
.
The error correction model is sometimes termed an equilibrium
correction model, and the two terms will be used synonymously for the",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,24,72
"Chapter 5
.
The error correction model is sometimes termed an equilibrium
correction model, and the two terms will be used synonymously for the
purposes of this book. Error correction models are interpreted as follows. 
y
is purported to change between 
t
 − 1 and 
t
 as a result of changes in the
values of the explanatory variable(s), 
x
, between 
t
 − 1 and 
t
, and also in
part to correct for any disequilibrium that existed during the previous
period. Note that the error correction term (
y
t
−1
 − 
γ x
t
−1
) appears in
equation (8.50)
 with a lag. It would be implausible for the term to appear
without any lag (i.e., as 
y
t
 − 
γ x
t
), for this would imply that 
y
 changes
between 
t
 − 1 and 
t
 in response to a disequilibrium at time 
t
. 
γ
 defines the",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,24,73
"y
t
 − 
γ x
t
), for this would imply that 
y
 changes
between 
t
 − 1 and 
t
 in response to a disequilibrium at time 
t
. 
γ
 defines the
long-run relationship between 
x
 and 
y
, while 
β
1
 describes the short-run
relationship between changes in 
x
 and changes in 
y
. Broadly, 
β
2
 describes
the speed of adjustment back to equilibrium, and its strict definition is that
it measures the proportion of last period’s equilibrium error that is
corrected for.
Of course, an error correction model can be estimated for more than two
variables. For example, if there were three variables, 
x
t
, 
w
t
, 
y
t
, that were
cointegrated, a possible error correction model would be
461",default_course,sample_data,C:\Users\Admin\OneDrive\Desktop\Capstone-MAT496\data\sample_data.pdf,24,74
